density,conduct,capacity,init_temp,top_temp,bot_temp,left_temp,right_temp,module,length,n_points,final_time
3305.411,92.978,242.935,742.551,1434.542,228.621,336.779,664.292,1,5,50,500
1628.712,68.419,838.906,721.557,693.837,443.72,164.231,636.414,1,5,50,500
2858.758,91.505,949.179,677.796,1344.06,441.738,246.255,488.201,1,5,50,500
1619.482,45.067,722.314,328.55,754.975,172.289,372.625,257.013,1,5,50,500
2855.96,77.112,623.472,360.862,970.735,570.531,101.535,406.888,1,5,50,500
1746.919,65.767,392.02,709.768,1252.623,349.806,271.097,980.508,1,5,50,500
2313.958,52.98,510.987,735.491,1352.809,442.8,159.609,941.714,1,5,50,500
1490.671,26.6,337.741,713.102,782.157,560.171,374.947,919.256,1,5,50,500
1640.344,83.656,411.675,639.297,819.008,506.581,112.559,352.335,1,5,50,500
2727.02,48.758,623.423,589.298,869.246,343.385,116.729,264.563,1,5,50,500
3571.126,85.549,702.047,320.089,1168.939,264.5,130.943,557.456,1,5,50,500
2476.938,72.989,669.506,494.044,964.219,406.872,153.929,392.953,1,5,50,500
1979.641,33.099,411.087,779.915,665.347,307.842,378.143,937.945,1,5,50,500
1630.671,61.839,355.972,208.045,1574.255,556.419,298.434,404.547,1,5,50,500
1356.525,38.344,276.283,440.61,1463.173,247.654,237.912,491.057,1,5,50,500
2514.233,65.742,570.166,470.372,890.383,495.412,381.948,659.267,1,5,50,500
2685.633,45.266,482.43,437.655,850.518,436.007,228.889,938.723,1,5,50,500
1320.914,54.581,481.393,324.522,1461.061,270.967,271.961,368.951,1,5,50,500
1939.37,59.354,679.001,332.344,683.855,339.61,206.152,376.706,1,5,50,500
2605.818,89.727,352.405,760.922,915.113,263.459,115.501,448.75,1,5,50,500
3424.637,49.111,799.358,380.877,667.292,212.772,299.602,581.31,1,5,50,500
1264.745,30.81,262.48,268.32,659.172,209.437,153.057,272.663,1,5,50,500
2952.784,36.826,653.544,383.147,510.301,164.368,184.645,896.562,1,5,50,500
3179.14,53.659,574.134,401.222,677.531,184.426,372.309,373.701,1,5,50,500
3381.966,29.107,764.766,578.77,1535.275,221.343,382.537,652.077,1,5,50,500
3289.587,86.523,469.518,617.694,1202.838,530.449,209.672,974.018,1,5,50,500
1553.279,76.937,579.347,558.725,748.359,330.486,276.061,731.859,1,5,50,500
3612.672,40.64,906.782,555.567,626.334,268.677,248.303,573.141,1,5,50,500
2653.895,53.798,578.899,258.414,459.223,353.899,166.411,696.33,1,5,50,500
1206.757,60.468,272.536,200.065,585.336,372.255,240.023,376.804,1,5,50,500
2956.377,71.831,380.289,334.707,454.842,599.23,147.259,915.253,1,5,50,500
1949.365,91.68,608.731,443.137,784.459,227.194,229.555,398.226,1,5,50,500
3579.264,90.372,507.87,414.718,417.355,466.366,161.294,390.716,1,5,50,500
1853.624,68.652,781.164,522.438,1234.589,450.338,110.52,766.966,1,5,50,500
3276.758,26.416,320.709,635.836,1563.647,169.528,266.102,786.835,1,5,50,500
3678.376,24.064,905.665,349.442,730.255,179.545,192.126,745.296,1,5,50,500
3452.533,73.788,389.404,332.538,408.436,368.466,322.183,682.98,1,5,50,500
1599.844,90.427,570.496,225.351,861.851,320.435,113.985,892.824,1,5,50,500
3170.678,73.278,508.2,459.205,1294.074,156.651,228.45,539.378,1,5,50,500
2482.122,63.281,456.335,796.205,697.344,423.748,115.374,336.193,1,5,50,500
2734.981,79.903,248.991,396.708,446.721,388.12,299.139,275.657,1,5,50,500
2358.205,81.764,609.402,340.239,742.05,474.947,336.68,390.652,1,5,50,500
3125.983,88.212,791.578,750.413,556.55,335.543,276.905,484.775,1,5,50,500
1378.694,76.123,403.356,403.951,717.399,184.003,185.306,575.536,1,5,50,500
3112.644,40.994,708.627,271.668,916.622,415.049,268.495,259.042,1,5,50,500
1816.047,75.238,787.585,353.366,1067.349,195.719,230.504,461.14,1,5,50,500
3182.661,28.468,284.625,465.825,1207.274,552.331,379.952,430.203,1,5,50,500
2766.743,33.033,836.353,462.662,615.891,567.106,340.097,597.446,1,5,50,500
2674.452,24.072,315.5,721.732,1583.388,521.788,258.906,919.419,1,5,50,500
2420.379,51.447,472.892,568.268,1289.472,578.173,263.333,861.329,1,5,50,500
1219.97,40.621,918.787,351.885,491.615,477.707,378.837,300.236,1,5,50,500
3294.722,67.889,870.186,275.936,1545.423,430.358,236.253,827.903,1,5,50,500
2041.153,28.94,450.547,315.871,1198.006,323.058,108.908,296.25,1,5,50,500
2400.96,82.174,560.841,680.636,1543.259,553.656,399.59,525.44,1,5,50,500
3479.655,91.307,378.833,549.858,1383.053,287.75,382.434,825.57,1,5,50,500
3747.52,86.842,606.687,348.283,512.675,258.186,156.579,366.196,1,5,50,500
2689.966,84.843,850.056,789.53,640.846,547.566,280.741,812.281,1,5,50,500
3084.268,74.846,644.043,729.779,410.068,180.891,319.551,643.357,1,5,50,500
1807.622,26.754,704.528,312.141,1242.002,495.831,169.864,748.544,1,5,50,500
1277.045,34.455,611.975,260.135,1171.516,231.404,360.842,572.484,1,5,50,500
2909.478,54.117,541.729,297.412,643.567,526.346,378.293,276.924,1,5,50,500
3456.089,43.498,271.188,384.557,870.875,354.362,347.157,611.028,1,5,50,500
1929.635,87.329,384.535,529.665,1155.183,447.313,132.676,601.427,1,5,50,500
2358.277,64.818,606.734,625.846,1285.517,588.229,186.566,590.905,1,5,50,500
2840.244,85.606,926.582,264.206,1169.916,417.658,281.507,740.893,1,5,50,500
1987.74,78.339,706.724,241.967,739.474,499.26,152.952,262.457,1,5,50,500
3651.029,83.106,783.668,263.83,1088.191,325.96,274.729,918.558,1,5,50,500
3798.914,58.328,420.159,443.422,1071.984,399.298,366.894,380.496,1,5,50,500
1985.495,63.999,862.081,720.936,1099.429,553.835,167.497,868.592,1,5,50,500
2450.699,24.305,696.386,646.678,1577.297,328.548,262.592,538.844,1,5,50,500
2219.102,83.897,869.023,684.502,1467.936,237.791,182.89,802.227,1,5,50,500
3648.955,57.777,457.792,352.052,1222.54,442.198,276.282,892.07,1,5,50,500
2045.718,52.881,782.995,300.092,1568.104,576.521,297.866,357.299,1,5,50,500
2470.859,82.837,381.787,370.047,588.97,391.263,101.649,652.299,1,5,50,500
2286.606,88.54,747.199,222.605,545.174,182.528,364.623,464.254,1,5,50,500
2492.334,23.523,395.318,632.17,1161.947,538.543,122.41,561.542,1,5,50,500
2723.011,33.583,776.041,750.233,513.841,483.442,309.777,770.49,1,5,50,500
3767.174,48.528,636.17,559.241,630.269,207.938,166.249,621.903,1,5,50,500
1319.772,55.154,900.686,302.193,712.665,361.559,141.36,876.647,1,5,50,500
3009.49,28.769,366.605,625.553,846.752,585.748,395.303,857.118,1,5,50,500
2995.197,45.541,618.662,243.679,1473.769,302.824,398.357,475.838,1,5,50,500
1309.726,52.191,298.108,347.461,771.266,302.408,254.699,735.951,1,5,50,500
3206.129,82.28,538.588,256.333,734.257,559.531,350.205,428.62,1,5,50,500
1461.353,25.36,252.69,575.364,448.998,463.419,336.689,914.627,1,5,50,500
3208.287,38.252,244.94,760.669,694.184,440.585,191.431,811.488,1,5,50,500
1465.618,66.556,640.257,793.947,1124.485,231.44,394.283,692.938,1,5,50,500
2941.424,58.724,822.364,554.873,1496.633,323.723,302.435,924.406,1,5,50,500
1703.082,66.763,644.292,647.195,565.774,541.867,135.952,936.126,1,5,50,500
2202.758,32.724,617.186,275.055,608.84,496.097,317.404,251.316,1,5,50,500
3337.97,88.295,566.193,342.383,1437.843,464.103,343.235,492.626,1,5,50,500
2611.692,33.587,512.665,710.963,1145.748,599.627,354.044,538.295,1,5,50,500
3702.197,58.959,392.73,422.946,1083.678,282.61,266.241,984.473,1,5,50,500
1403.47,29.286,723.634,284.495,1185.89,207.638,323.243,441.133,1,5,50,500
2268.84,28.451,406.394,563.365,1324.488,277.445,282.169,897.359,1,5,50,500
3779.121,51.157,797.186,504.326,1322.359,183.046,183.931,572.635,1,5,50,500
2098.594,85.843,309.499,542.15,1528.151,372.135,277.834,708.781,1,5,50,500
3191.079,48.413,508.493,685.795,965.257,157.413,321.043,594.947,1,5,50,500
2502.289,83.113,842.045,721.253,1067.161,213.817,271.643,257.286,1,5,50,500
1528.464,55.68,440.976,730.908,1108.257,471.163,120.693,577.882,1,5,50,500
1824.21,33.736,919.132,445.374,1171.958,341.898,292.765,452.554,1,5,50,500
3483.189,50.443,436.309,595.089,489.598,151.694,269.029,521.63,1,5,50,500
2962.523,41.368,358.269,758.289,1518.688,371.343,220.594,911.497,1,5,50,500
1751.492,33.644,428.769,738.331,891.194,295.688,201.373,862.658,1,5,50,500
3080.64,37.147,814.951,719.027,655.974,215.709,389.106,834.838,1,5,50,500
3076.237,28.45,373.868,474.002,1117.602,393.762,219.704,836.109,1,5,50,500
1777.625,58.66,548.565,272.708,535.197,546.449,151.37,276.961,1,5,50,500
3446.179,57.711,792.368,358.438,492.545,248.94,278.608,467.245,1,5,50,500
1568.5,63.863,259.718,539.797,977.815,522.855,247.207,365.078,1,5,50,500
3093.781,35.002,276.562,465.559,1248.972,525.816,377.713,791.791,1,5,50,500
2546.921,44.387,275.931,285.294,1311.961,574.429,208.271,973.432,1,5,50,500
3496.232,84.182,673.921,289.303,1062.078,412.082,379.218,340.438,1,5,50,500
3232.587,49.589,732.161,435.588,1188.346,455.094,149.634,321.827,1,5,50,500
3517.859,53.105,843.036,585.869,626.167,409.168,356.161,652.848,1,5,50,500
1410.379,36.293,872.135,293.286,513.519,477.568,168.255,758.72,1,5,50,500
1522.696,79.761,446.336,521.775,922.282,441.514,320.62,399.235,1,5,50,500
1977.429,40.691,921.269,365.828,896.183,565.985,144.037,458.677,1,5,50,500
2546.412,74.863,521.728,326.701,1053.043,458.166,298.748,597.14,1,5,50,500
3481.087,25.764,952.426,334.917,1394.696,529.066,268.922,717.458,1,5,50,500
2035.411,68.783,682.439,532.756,562.038,283.273,136.436,260.858,1,5,50,500
2375.035,42.238,686.297,594.932,988.566,219.333,103.547,979.639,1,5,50,500
2791.086,53.499,380.568,538.79,881.493,593.68,232.183,324.593,1,5,50,500
2747.377,87.654,522.267,759.164,459.563,294.453,246.178,705.753,1,5,50,500
2727.889,71.583,762.848,277.182,912.653,191.989,204.791,391.167,1,5,50,500
2689.572,48.526,691.562,413.613,908.43,233.079,253.016,769.209,1,5,50,500
3312.41,39.643,581.584,737.66,598.616,273.844,147.335,697.218,1,5,50,500
3531.269,45.655,764.574,270.365,1337.808,274.127,307.889,939.749,1,5,50,500
2268.916,63.544,757.502,320.537,617.673,160.891,359.661,690.279,1,5,50,500
3762.192,72.47,779.856,599.627,665.045,352.111,266.02,620.387,1,5,50,500
1714.254,65.267,712.904,491.421,629.137,463.063,172.352,260.412,1,5,50,500
3338.294,34.207,646.019,289.944,485.379,432.482,349.86,724.8,1,5,50,500
2650.687,68.147,547.215,435.339,1011.627,162.844,228.257,781.559,1,5,50,500
1933.483,54.181,820.664,288.637,477.57,300.638,369.592,596.465,1,5,50,500
2965.908,34.909,339.56,443.746,1004.103,337.668,156.988,864.768,1,5,50,500
1684.945,34.658,575.767,282.869,915.451,515.88,251.046,465.125,1,5,50,500
1687.381,79.547,431.444,244.683,991.402,491.658,355.302,274.823,1,5,50,500
2114.994,42.898,557.017,230.817,795.331,310.552,108.17,499.433,1,5,50,500
1351.448,61.541,631.481,638.08,452.632,447.485,116.533,511.328,1,5,50,500
3547.813,59.598,953.267,687.889,1038.502,397.123,370.104,911.513,1,5,50,500
3353.928,76.702,738.974,313.25,1061.962,400.832,159.625,997.452,1,5,50,500
2163.264,61.447,410.449,521.559,1295.431,333.492,273.418,427.051,1,5,50,500
2732.262,56.051,708.034,446.149,834.731,311.836,328.648,620.718,1,5,50,500
2444.946,63.202,668.433,565.706,466.625,191.618,103.715,261.425,1,5,50,500
1503.309,77.378,650.866,736.037,595.364,298.85,259.463,947.565,1,5,50,500
1353.628,54.254,615.486,734.295,583.377,545.817,326.287,686.275,1,5,50,500
3408.378,40.19,579.952,209.69,713.34,356.261,230.638,411.018,1,5,50,500
3410.805,80.491,903.526,515.072,574.005,483.053,263.012,404.32,1,5,50,500
1444.597,57.441,673.156,424.705,1172.228,315.464,353.991,938.974,1,5,50,500
1737.122,76.785,519.285,434.891,538.28,305.698,133.115,399.101,1,5,50,500
3120.074,93.185,373.541,308.704,1244.696,171.933,255.044,471.453,1,5,50,500
2787.284,67.191,418.416,424.508,1042.825,165.612,380.806,635.747,1,5,50,500
2543.584,57.685,662.725,579.28,559.498,212.036,215.634,445.915,1,5,50,500
1718.255,58.099,505.409,421.301,847.383,255.591,145.5,489.908,1,5,50,500
1852.929,79.665,267.392,598.705,485.414,175.08,276.516,785.354,1,5,50,500
2884.955,30.848,590.541,577.362,913.044,553.065,271.965,865.339,1,5,50,500
2793.605,64.948,944.79,550.582,675.276,532.064,290.465,268.506,1,5,50,500
2780.848,72.178,678.253,412.447,1476.376,362.765,109.046,401.87,1,5,50,500
3777.989,87.76,681.111,753.892,1440.729,523.792,327.556,261.457,1,5,50,500
2137.526,57.923,393.75,436.119,1195.651,424.167,349.622,743.516,1,5,50,500
1574.383,38.871,865.76,508.973,655.324,514.416,333.966,658.836,1,5,50,500
1839.279,33.593,787.816,661.282,1118.082,336.359,233.709,433.09,1,5,50,500
1956.341,53.058,441.946,305.797,1284.828,442.2,326.239,922.613,1,5,50,500
1711.705,87.798,623.735,488.811,403.175,425.719,358.395,462.826,1,5,50,500
2484.027,83.661,594.438,545.981,711.805,177.354,348.746,841.374,1,5,50,500
1802.336,92.96,331.207,309.292,1357.994,279.284,228.922,347.232,1,5,50,500
1389.591,87.086,473.118,498.247,906.657,393.272,124.093,812.686,1,5,50,500
2540.055,23.764,328.043,506.424,1501.507,235.868,105.081,808.785,1,5,50,500
1211.414,49.445,733.958,548.918,462.11,407.376,275.814,783.208,1,5,50,500
1756.334,62.063,640.243,766.897,805.207,438.918,301.757,973.125,1,5,50,500
2261.806,44.416,518.846,710.844,1556.854,529.463,198.341,916.104,1,5,50,500
2892.342,84.521,802.047,730.758,1225.763,433.591,169.904,860.708,1,5,50,500
2419.0,42.68,868.763,569.396,991.942,570.973,265.55,560.392,1,5,50,500
1655.127,30.098,246.902,367.736,671.718,598.896,256.811,744.464,1,5,50,500
2013.159,48.42,280.929,695.227,914.018,158.424,363.533,659.286,1,5,50,500
1358.769,70.393,763.269,481.291,483.23,583.486,175.744,697.656,1,5,50,500
3246.248,40.312,297.679,345.304,523.653,257.767,139.488,508.874,1,5,50,500
1925.709,26.639,441.074,602.333,437.399,223.376,261.487,267.153,1,5,50,500
2002.655,75.053,380.217,734.526,1583.36,440.759,327.032,739.792,1,5,50,500
3361.686,49.119,344.417,374.822,680.636,344.69,366.074,909.479,1,5,50,500
3265.666,93.701,500.184,504.189,1455.58,557.844,159.87,873.394,1,5,50,500
2133.842,60.654,715.745,789.802,832.413,229.312,274.46,297.354,1,5,50,500
2831.012,83.33,552.391,606.423,845.586,400.613,177.993,920.057,1,5,50,500
2361.757,82.453,490.383,543.866,449.95,532.421,118.692,878.121,1,5,50,500
1337.078,88.766,469.234,766.47,981.15,403.338,167.477,427.286,1,5,50,500
2881.305,67.091,760.47,682.977,1442.842,418.069,295.332,274.058,1,5,50,500
3178.926,57.388,564.517,611.257,982.358,366.688,188.697,635.151,1,5,50,500
3410.955,65.239,399.152,321.196,563.795,321.113,271.854,354.345,1,5,50,500
3582.851,40.21,945.366,668.698,429.13,322.677,397.324,414.824,1,5,50,500
3739.987,61.771,611.757,730.285,1594.394,376.632,310.738,770.421,1,5,50,500
2028.937,54.297,667.739,676.56,550.868,185.284,302.338,273.74,1,5,50,500
2725.555,93.027,903.219,726.215,618.7,382.598,184.391,310.929,1,5,50,500
1260.726,34.558,845.262,353.517,886.696,446.497,261.001,808.422,1,5,50,500
3323.288,73.222,395.775,602.911,748.895,252.151,251.197,797.496,1,5,50,500
3783.399,72.342,739.029,348.445,1499.447,306.687,252.136,357.982,1,5,50,500
2250.453,48.234,770.942,482.026,1476.065,258.665,169.572,453.328,1,5,50,500
2646.106,63.762,877.745,467.097,865.991,459.011,371.799,962.034,1,5,50,500
2886.198,68.809,810.361,350.802,420.664,560.252,301.064,758.358,1,5,50,500
3077.634,92.736,856.332,582.135,1036.435,225.685,295.33,378.926,1,5,50,500
1317.802,61.703,495.769,424.854,502.574,468.014,391.147,927.433,1,5,50,500
2041.379,61.366,842.097,725.353,764.604,570.252,335.129,897.856,1,5,50,500
3522.888,81.97,884.74,598.407,765.364,316.429,353.762,765.588,1,5,50,500
3622.473,50.657,277.505,632.542,1213.339,454.266,214.86,270.382,1,5,50,500
1341.296,60.47,530.926,237.358,1547.165,469.192,130.637,447.199,1,5,50,500
1642.204,46.044,439.049,541.974,634.643,445.458,393.004,957.827,1,5,50,500
3425.271,66.769,327.107,365.746,1409.542,505.282,348.835,929.303,1,5,50,500
1866.817,24.356,246.587,629.34,436.861,575.793,362.757,406.119,1,5,50,500
2676.596,46.054,925.545,380.412,1280.792,328.137,327.443,284.479,1,5,50,500
2853.084,83.132,260.321,620.74,508.299,464.807,102.754,989.084,1,5,50,500
3757.856,69.836,521.787,271.276,1482.87,352.081,112.657,553.577,1,5,50,500
1586.385,56.419,801.001,358.52,594.346,233.01,145.363,397.257,1,5,50,500
1213.062,61.418,583.165,793.765,1451.441,160.959,395.362,288.693,1,5,50,500
2097.879,26.178,944.515,503.574,868.293,540.686,204.106,964.117,1,5,50,500
2959.566,86.916,413.466,443.988,1473.484,581.693,252.975,667.421,1,5,50,500
3519.63,73.696,635.186,291.809,1516.523,589.836,264.507,972.531,1,5,50,500
1585.79,93.381,435.038,468.623,1304.759,481.318,138.918,593.697,1,5,50,500
2646.832,63.715,952.17,308.484,1219.369,433.98,235.369,783.456,1,5,50,500
2813.302,83.166,663.12,594.525,800.707,424.185,252.124,644.809,1,5,50,500
1440.741,61.381,678.579,671.49,1436.488,368.157,168.495,366.062,1,5,50,500
2418.858,86.117,403.726,445.069,554.018,443.193,251.894,969.744,1,5,50,500
1236.589,59.384,542.65,304.19,1019.18,335.34,395.756,358.937,1,5,50,500
1932.25,93.618,717.126,391.075,1132.217,521.892,378.281,253.631,1,5,50,500
1483.106,34.279,818.608,349.647,1534.277,523.214,161.978,974.675,1,5,50,500
1853.482,27.632,414.752,541.557,440.16,530.815,150.324,515.3,1,5,50,500
1671.299,25.591,671.595,425.496,1385.392,411.237,323.555,327.872,1,5,50,500
2021.233,36.875,428.033,528.83,1065.743,314.234,105.74,283.958,1,5,50,500
2980.632,69.772,882.515,387.253,994.025,210.972,398.883,820.98,1,5,50,500
2482.395,39.269,287.72,738.634,1041.358,257.074,397.636,812.307,1,5,50,500
3206.4,50.094,352.465,574.075,1094.965,396.228,168.258,395.364,1,5,50,500
1218.438,79.848,613.196,761.256,551.821,595.718,156.097,521.717,1,5,50,500
2485.21,69.6,390.269,733.104,1322.401,315.278,191.902,623.022,1,5,50,500
2443.19,71.733,713.809,399.258,920.452,362.427,208.153,568.127,1,5,50,500
3562.46,70.259,958.105,578.996,813.359,187.989,134.78,769.101,1,5,50,500
2187.274,65.128,298.718,274.048,1253.269,522.141,281.19,401.179,1,5,50,500
1665.657,57.427,546.042,437.451,771.782,369.291,294.397,577.461,1,5,50,500
1856.774,70.088,484.833,719.198,1337.023,513.316,355.381,422.92,1,5,50,500
2763.228,27.151,326.141,501.529,473.771,476.601,160.09,762.135,1,5,50,500
2623.116,91.727,279.318,654.823,1211.214,476.16,287.203,496.485,1,5,50,500
2241.179,70.956,283.241,262.412,536.586,473.942,149.804,326.742,1,5,50,500
2301.137,49.649,957.715,233.21,905.778,267.849,175.604,431.596,1,5,50,500
2160.766,27.797,530.571,673.171,1514.01,407.008,286.848,449.88,1,5,50,500
2867.545,75.626,933.603,331.693,1183.516,227.257,119.631,447.643,1,5,50,500
3716.402,71.208,416.508,795.246,638.167,457.425,392.004,703.853,1,5,50,500
3291.364,52.599,489.832,520.426,538.757,501.88,167.702,319.059,1,5,50,500
3122.267,66.861,310.726,258.999,1497.433,357.016,328.173,596.293,1,5,50,500
2121.451,74.87,582.17,616.824,1058.518,419.138,326.862,863.337,1,5,50,500
3479.496,39.917,800.671,268.37,1004.926,258.44,390.008,994.039,1,5,50,500
3335.725,42.44,955.41,343.727,1157.304,578.552,132.772,900.345,1,5,50,500
3394.618,57.102,619.92,685.117,1373.53,220.664,157.833,403.283,1,5,50,500
1953.182,67.507,424.132,539.005,839.142,332.555,228.435,598.644,1,5,50,500
3788.009,39.872,800.182,575.658,1365.172,350.306,320.861,839.021,1,5,50,500
3641.6,63.544,286.781,303.886,511.38,154.349,185.856,985.132,1,5,50,500
1882.159,63.069,458.324,486.714,773.986,204.332,222.322,576.921,1,5,50,500
2337.24,42.294,770.763,673.419,430.288,419.11,265.577,753.513,1,5,50,500
3691.965,82.76,547.712,421.008,523.024,346.297,321.544,861.523,1,5,50,500
1467.3,85.522,377.821,530.052,1460.659,251.943,393.241,770.145,1,5,50,500
2021.269,32.265,804.744,463.649,937.187,161.841,390.283,427.392,1,5,50,500
1472.613,43.936,634.835,758.833,1386.544,539.098,185.942,753.079,1,5,50,500
3042.056,44.741,862.264,357.254,1378.31,169.07,380.756,691.945,1,5,50,500
1660.005,90.466,497.96,736.537,911.099,564.403,232.863,794.365,1,5,50,500
3337.883,78.017,338.353,720.598,1012.362,316.297,194.214,410.91,1,5,50,500
1404.825,87.611,783.65,378.385,814.014,372.992,355.235,988.772,1,5,50,500
2928.631,76.413,846.108,222.002,1343.473,494.579,319.116,437.554,1,5,50,500
3706.581,87.28,590.538,732.033,1479.219,179.584,385.349,924.643,1,5,50,500
3302.735,83.725,682.339,489.851,1396.601,539.751,224.842,441.913,1,5,50,500
2529.63,63.325,952.513,208.749,617.935,317.145,252.047,346.867,1,5,50,500
3057.419,77.104,870.207,409.427,743.847,389.121,288.78,964.858,1,5,50,500
1328.127,83.488,491.732,653.919,938.269,305.66,332.793,863.966,1,5,50,500
1568.84,23.538,896.919,683.431,612.728,431.025,108.79,756.531,1,5,50,500
2310.557,77.754,838.526,409.228,970.509,303.799,167.526,636.494,1,5,50,500
1941.18,92.063,608.306,252.363,1531.468,301.589,369.31,570.069,1,5,50,500
1202.853,71.606,300.022,331.899,1432.09,302.314,175.096,641.846,1,5,50,500
3021.168,81.112,491.073,629.637,707.911,599.711,264.51,468.208,1,5,50,500
3455.229,39.865,338.961,698.67,1421.155,542.119,363.53,581.771,1,5,50,500
2725.223,72.83,505.8,772.21,1551.005,164.049,340.439,258.511,1,5,50,500
2787.816,37.671,840.497,361.814,969.309,161.514,231.267,910.62,1,5,50,500
2386.096,83.555,426.634,393.476,1374.758,544.558,372.978,331.533,1,5,50,500
1822.476,24.129,363.413,515.309,959.923,317.84,234.304,312.954,1,5,50,500
2755.292,89.668,717.45,538.359,1261.755,416.678,245.05,722.889,1,5,50,500
3149.994,23.717,621.199,351.767,1164.693,513.269,234.642,789.056,1,5,50,500
2077.24,29.974,641.365,772.774,1144.687,181.709,284.733,812.092,1,5,50,500
2593.531,71.821,923.972,249.849,1571.213,563.301,359.406,856.976,1,5,50,500
2585.303,30.117,281.806,458.385,985.41,510.193,258.645,447.826,1,5,50,500
1318.058,40.638,446.609,476.047,1248.034,563.434,135.892,358.764,1,5,50,500
1399.513,82.236,749.049,469.581,510.375,486.749,192.957,777.705,1,5,50,500
1704.604,40.911,272.427,426.079,946.352,465.03,177.801,985.808,1,5,50,500
1829.773,43.175,855.358,777.19,560.27,188.81,340.104,385.205,1,5,50,500
3484.207,51.391,521.776,204.92,1578.124,484.775,297.558,706.19,1,5,50,500
3064.043,27.455,759.179,237.191,634.266,485.497,348.571,358.9,1,5,50,500
3438.524,84.415,638.251,721.339,798.829,388.228,167.373,451.445,1,5,50,500
2826.145,63.018,572.392,277.46,1186.319,283.799,154.438,653.179,1,5,50,500
1414.954,75.498,610.211,343.153,616.964,546.489,113.76,591.879,1,5,50,500
2035.644,58.149,566.241,546.825,464.845,504.116,339.636,360.19,1,5,50,500
3120.846,56.678,932.19,717.623,400.461,542.314,230.043,958.012,1,5,50,500
3717.293,39.477,368.014,683.575,1001.511,568.019,309.971,819.865,1,5,50,500
1982.668,82.517,342.092,366.951,1599.532,404.662,205.221,351.525,1,5,50,500
1664.437,29.921,376.53,435.947,1124.115,262.334,237.291,350.786,1,5,50,500
2000.166,25.176,341.226,751.51,1486.014,186.049,188.917,350.638,1,5,50,500
3479.123,63.891,886.38,290.196,939.287,237.89,374.476,473.632,1,5,50,500
2285.799,55.115,412.723,272.542,477.763,514.627,119.667,328.123,1,5,50,500
2844.796,37.212,761.019,761.641,1112.531,289.62,197.926,968.624,1,5,50,500
3077.891,60.737,756.1,399.675,410.923,198.565,130.903,947.913,1,5,50,500
3404.726,71.173,935.557,667.007,1595.144,352.409,175.728,492.344,1,5,50,500
1426.593,46.913,574.989,679.047,1387.664,589.016,297.936,830.496,1,5,50,500
3187.476,69.804,934.135,264.93,1001.338,328.967,137.446,577.351,1,5,50,500
2861.356,69.89,676.393,788.556,1419.315,321.781,101.577,495.788,1,5,50,500
3727.347,32.645,808.453,579.437,745.575,171.61,289.497,492.996,1,5,50,500
1866.624,88.909,451.933,745.045,776.73,447.295,255.145,698.453,1,5,50,500
1599.661,31.029,606.859,459.076,733.99,566.101,151.477,270.162,1,5,50,500
1291.763,45.215,511.066,753.805,1552.399,165.062,306.466,595.734,1,5,50,500
2094.352,86.569,253.749,638.431,513.9,315.259,181.417,917.92,1,5,50,500
3602.809,49.37,683.375,326.348,1203.019,347.877,214.43,794.992,1,5,50,500
1773.199,75.982,372.252,229.51,1065.569,335.723,238.964,263.538,1,5,50,500
1320.309,26.098,404.311,479.12,1507.269,297.272,311.696,954.697,1,5,50,500
3697.405,42.301,844.624,778.107,982.201,347.195,261.574,434.225,1,5,50,500
2321.629,44.361,890.303,713.485,1233.636,177.991,266.033,750.724,1,5,50,500
2359.169,35.836,547.048,759.527,844.305,466.66,341.117,810.152,1,5,50,500
1341.164,46.532,442.291,729.7,910.679,198.161,199.218,257.201,1,5,50,500
1678.364,40.134,402.298,791.823,479.686,450.089,284.008,624.328,1,5,50,500
2482.139,74.127,926.405,505.369,1578.526,525.195,233.783,367.797,1,5,50,500
1469.238,37.173,897.106,552.949,759.946,559.987,131.534,456.302,1,5,50,500
2976.414,47.338,565.829,751.307,1578.129,509.795,201.459,272.817,1,5,50,500
3783.855,91.247,946.343,549.091,1362.748,596.908,292.347,542.307,1,5,50,500
3312.886,69.594,649.856,527.292,487.794,496.17,264.618,570.123,1,5,50,500
2736.821,51.866,318.313,335.853,1467.752,529.066,138.834,912.614,1,5,50,500
3491.883,38.223,424.438,253.655,1159.328,459.336,214.672,654.795,1,5,50,500
3613.534,39.437,322.835,649.19,655.645,236.145,126.265,375.52,1,5,50,500
1224.683,38.579,629.107,604.978,1538.504,360.627,204.479,376.036,1,5,50,500
1474.287,32.18,570.388,603.539,861.496,446.307,172.71,772.133,1,5,50,500
1957.53,72.898,724.036,321.937,679.91,568.21,215.18,269.179,1,5,50,500
3307.815,64.508,358.282,597.268,1405.453,228.537,312.766,541.072,1,5,50,500
1321.114,81.449,701.911,591.277,1522.565,259.209,333.663,432.739,1,5,50,500
2553.862,92.831,416.939,338.3,1271.391,225.7,161.54,477.401,1,5,50,500
1282.327,63.331,532.437,369.214,627.503,175.02,330.603,914.009,1,5,50,500
3341.885,66.603,412.475,400.452,1595.008,215.293,156.727,484.229,1,5,50,500
1950.509,56.716,332.628,651.832,593.616,373.177,173.955,902.163,1,5,50,500
3595.579,67.173,265.636,255.315,858.376,551.358,324.336,572.421,1,5,50,500
1825.75,32.157,280.107,399.054,886.311,303.837,287.46,262.783,1,5,50,500
